APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,month_num,quarter,season,modal_price_per_kg,min_price_per_kg,max_price_per_kg,price_spread_qtl,commodity_season_median,deviation_from_seasonal_median_pct,price_detector_status
Amarawati,Ginger (Fresh),2016,June,1740,2595,3209,2902,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,29.02,25.95,32.09,614,3219.0,-9.85,Normal / Fair Mandi Price
Amarawati,Potato,2016,June,6653,1434,1605,1519,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,15.19,14.34,16.05,171,1397.5,8.69,Normal / Fair Mandi Price
Amarawati,Ladies Finger,2016,June,135,3218,3545,3382,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,33.82,32.18,35.45,327,1864.0,81.44,Inflated Price / Hoarding Alert
Amarawati,Carrot,2016,June,155,2082,2282,2182,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,21.82,20.82,22.82,200,2075.0,5.16,Normal / Fair Mandi Price
Amarawati,Cluster Bean,2016,June,116,4118,4500,4309,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,43.09,41.18,45.0,382,2623.0,64.28,Inflated Price / Hoarding Alert
Amarawati,Cucumber,2016,June,159,2600,2864,2732,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,27.32,26.0,28.64,264,1060.5,157.61,Inflated Price / Hoarding Alert
Amarawati,Onion,2016,June,5453,366,736,551,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,5.51,3.66,7.36,370,1051.5,-47.6,Distress Glut / Price Crash
Amarawati,Bitter Gourd,2016,June,138,3827,4236,4032,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,40.32,38.27,42.36,409,2347.0,71.79,Inflated Price / Hoarding Alert
Amarawati,Cabbage,2016,June,135,2973,3273,3123,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,31.23,29.73,32.73,300,870.5,258.76,Inflated Price / Hoarding Alert
Amarawati,Pumpkin,2016,June,152,1155,1355,1257,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,12.57,11.55,13.55,200,962.5,30.6,Inflated Price / Hoarding Alert
Amarawati,Garlic,2016,June,1377,5568,9682,7625,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,76.25,55.68,96.82,4114,6422.5,18.72,Normal / Fair Mandi Price
Amarawati,Capsicum,2016,June,101,4475,4955,4715,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,47.15,44.75,49.55,480,2390.0,97.28,Inflated Price / Hoarding Alert
Amarawati,Spinach,2016,June,173,2005,2245,2125,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,21.25,20.05,22.45,240,1320.0,60.98,Inflated Price / Hoarding Alert
Amarawati,Tomato,2016,June,314,3082,3486,3284,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,32.84,30.82,34.86,404,1229.5,167.1,Inflated Price / Hoarding Alert
Amarawati,Brinjal,2016,June,236,1418,1632,1525,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,15.25,14.18,16.32,214,1567.0,-2.68,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Ginger (Fresh),2016,June,1790,2417,3035,2748,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,27.48,24.17,30.35,618,3219.0,-14.63,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Potato,2016,June,11160,1429,1635,1535,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,15.35,14.29,16.35,206,1397.5,9.84,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Ladies Finger,2016,June,20,3433,3867,3650,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,36.5,34.33,38.67,434,1864.0,95.82,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Flower,2016,June,144,2800,3110,2955,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,29.55,28.0,31.1,310,1359.0,117.44,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Carrot,2016,June,113,2240,2440,2340,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,23.4,22.4,24.4,200,2075.0,12.77,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Cluster Bean,2016,June,23,3525,3900,3713,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,37.13,35.25,39.0,375,2623.0,41.56,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Cucumber,2016,June,152,2715,3015,2860,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,28.6,27.15,30.15,300,1060.5,169.68,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Onion,2016,June,9050,341,691,503,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,5.03,3.41,6.91,350,1051.5,-52.16,Distress Glut / Price Crash
Amarawati-Fruit And Vegetables,Bitter Gourd,2016,June,204,3491,3936,3723,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,37.23,34.91,39.36,445,2347.0,58.63,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Cabbage,2016,June,296,2446,2800,2623,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,26.23,24.46,28.0,354,870.5,201.32,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Pumpkin,2016,June,34,1200,1375,1288,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,12.88,12.0,13.75,175,962.5,33.82,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Garlic,2016,June,1803,5500,9720,7610,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,76.1,55.0,97.2,4220,6422.5,18.49,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Capsicum,2016,June,69,4833,5333,5092,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,50.92,48.33,53.33,500,2390.0,113.05,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Spinach,2016,June,286,2012,2248,2128,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,21.28,20.12,22.48,236,1320.0,61.21,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Tomato,2016,June,530,2964,3412,3190,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,31.9,29.64,34.12,448,1229.5,159.46,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Brinjal,2016,June,323,1440,1704,1572,2016-06-01,Amaravathi,Maharashtra,6,2,Monsoon,15.72,14.4,17.04,264,1567.0,0.32,Normal / Fair Mandi Price
Amarawati,Ginger (Fresh),2015,March,24,2625,3500,3431,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,34.31,26.25,35.0,875,2682.0,27.93,Inflated Price / Hoarding Alert
Amarawati,Ginger (Fresh),2016,March,952,2115,3538,2827,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,28.27,21.15,35.38,1423,2682.0,5.41,Normal / Fair Mandi Price
Amarawati,Potato,2015,March,30,580,900,850,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,8.5,5.8,9.0,320,1071.0,-20.63,Normal / Fair Mandi Price
Amarawati,Potato,2016,March,5709,667,937,805,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,8.05,6.67,9.37,270,1071.0,-24.84,Normal / Fair Mandi Price
Amarawati,Ladies Finger,2016,March,104,2860,3060,2960,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,29.6,28.6,30.6,200,2250.0,31.56,Inflated Price / Hoarding Alert
Amarawati,Carrot,2016,March,289,720,880,800,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,8.0,7.2,8.8,160,1113.5,-28.15,Distress Glut / Price Crash
Amarawati,Cluster Bean,2016,March,78,3676,4159,3918,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,39.18,36.76,41.59,483,3167.0,23.71,Normal / Fair Mandi Price
Amarawati,Cucumber,2016,March,145,1688,1913,1800,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,18.0,16.88,19.13,225,1483.5,21.33,Normal / Fair Mandi Price
Amarawati,Onion,2015,March,39,1469,1769,1719,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,17.19,14.69,17.69,300,770.0,123.25,Inflated Price / Hoarding Alert
Amarawati,Onion,2016,March,6106,439,878,658,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,6.58,4.39,8.78,439,770.0,-14.55,Normal / Fair Mandi Price
Amarawati,Bitter Gourd,2016,March,145,3400,3711,3556,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,35.56,34.0,37.11,311,3211.0,10.74,Normal / Fair Mandi Price
Amarawati,Cabbage,2015,March,27,1022,1222,1176,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,11.76,10.22,12.22,200,622.5,88.92,Inflated Price / Hoarding Alert
Amarawati,Cabbage,2016,March,232,1146,1323,1235,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,12.35,11.46,13.23,177,622.5,98.39,Inflated Price / Hoarding Alert
Amarawati,Pumpkin,2016,March,161,1027,1227,1127,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,11.27,10.27,12.27,200,1008.0,11.81,Normal / Fair Mandi Price
Amarawati,Garlic,2015,March,30,2500,4600,4465,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,44.65,25.0,46.0,2100,4479.0,-0.31,Normal / Fair Mandi Price
Amarawati,Garlic,2016,March,985,2467,7660,3710,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,37.1,24.67,76.6,5193,4479.0,-17.17,Normal / Fair Mandi Price
Amarawati,Capsicum,2016,March,40,2533,2733,2633,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,26.33,25.33,27.33,200,2317.0,13.64,Normal / Fair Mandi Price
Amarawati,Spinach,2015,March,30,470,570,524,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,5.24,4.7,5.7,100,673.0,-22.14,Normal / Fair Mandi Price
Amarawati,Spinach,2016,March,156,940,1147,1043,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,10.43,9.4,11.47,207,673.0,54.98,Inflated Price / Hoarding Alert
Amarawati,Tomato,2015,March,30,940,1140,1090,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,10.9,9.4,11.4,200,898.5,21.31,Normal / Fair Mandi Price
Amarawati,Tomato,2016,March,922,486,629,557,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,5.57,4.86,6.29,143,898.5,-38.01,Distress Glut / Price Crash
Amarawati,Brinjal,2015,March,30,590,720,683,2015-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,6.83,5.9,7.2,130,1243.0,-45.05,Distress Glut / Price Crash
Amarawati,Brinjal,2016,March,419,862,1031,946,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,9.46,8.62,10.31,169,1243.0,-23.89,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Ginger (Fresh),2016,March,150,2000,2750,2375,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,23.75,20.0,27.5,750,2682.0,-11.45,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Potato,2016,March,2200,800,1267,1033,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,10.33,8.0,12.67,467,1071.0,-3.55,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Carrot,2016,March,75,850,1000,925,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,9.25,8.5,10.0,150,1113.5,-16.93,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Cucumber,2016,March,43,1667,1867,1767,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,17.67,16.67,18.67,200,1483.5,19.11,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Onion,2016,March,1500,367,883,625,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,6.25,3.67,8.83,516,770.0,-18.83,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Bitter Gourd,2016,March,7,3000,3200,3100,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,31.0,30.0,32.0,200,3211.0,-3.46,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Cabbage,2016,March,122,1633,1933,1783,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,17.83,16.33,19.33,300,622.5,186.43,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Garlic,2016,March,270,2333,5333,3833,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,38.33,23.33,53.33,3000,4479.0,-14.42,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Spinach,2016,March,38,767,933,850,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,8.5,7.67,9.33,166,673.0,26.3,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Tomato,2016,March,320,467,600,533,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,5.33,4.67,6.0,133,898.5,-40.68,Distress Glut / Price Crash
Amarawati-Fruit And Vegetables,Brinjal,2016,March,88,1133,1267,1200,2016-03-01,Amaravathi,Maharashtra,3,1,Summer/Zaid,12.0,11.33,12.67,134,1243.0,-3.46,Normal / Fair Mandi Price
Amarawati,Ginger (Fresh),2016,May,2333,1778,2930,2365,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,23.65,17.78,29.3,1152,2682.0,-11.82,Normal / Fair Mandi Price
Amarawati,Potato,2016,May,7600,1226,1452,1339,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,13.39,12.26,14.52,226,1071.0,25.02,Inflated Price / Hoarding Alert
Amarawati,Ladies Finger,2016,May,152,2453,2653,2553,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,25.53,24.53,26.53,200,2250.0,13.47,Normal / Fair Mandi Price
Amarawati,Flower,2016,May,37,2450,2750,2588,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,25.88,24.5,27.5,300,1043.0,148.13,Inflated Price / Hoarding Alert
Amarawati,Carrot,2016,May,380,1764,1964,1864,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,18.64,17.64,19.64,200,1113.5,67.4,Inflated Price / Hoarding Alert
Amarawati,Cluster Bean,2016,May,134,3382,3659,3519,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,35.19,33.82,36.59,277,3167.0,11.11,Normal / Fair Mandi Price
Amarawati,Cucumber,2016,May,169,1960,2160,2060,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,20.6,19.6,21.6,200,1483.5,38.86,Inflated Price / Hoarding Alert
Amarawati,Onion,2016,May,10300,254,525,390,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,3.9,2.54,5.25,271,770.0,-49.35,Distress Glut / Price Crash
Amarawati,Bitter Gourd,2016,May,162,2917,3196,3057,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,30.57,29.17,31.96,279,3211.0,-4.8,Normal / Fair Mandi Price
Amarawati,Cabbage,2016,May,141,2083,2333,2208,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,22.08,20.83,23.33,250,622.5,254.7,Inflated Price / Hoarding Alert
Amarawati,Pumpkin,2016,May,158,867,1067,967,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,9.67,8.67,10.67,200,1008.0,-4.07,Normal / Fair Mandi Price
Amarawati,Garlic,2016,May,1822,4619,8024,6327,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,63.27,46.19,80.24,3405,4479.0,41.26,Inflated Price / Hoarding Alert
Amarawati,Capsicum,2016,May,64,3580,3930,3753,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,37.53,35.8,39.3,350,2317.0,61.98,Inflated Price / Hoarding Alert
Amarawati,Spinach,2016,May,249,914,1086,1000,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,10.0,9.14,10.86,172,673.0,48.59,Inflated Price / Hoarding Alert
Amarawati,Tomato,2016,May,264,1541,1727,1634,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,16.34,15.41,17.27,186,898.5,81.86,Inflated Price / Hoarding Alert
Amarawati,Brinjal,2016,May,264,914,1095,1005,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,10.05,9.14,10.95,181,1243.0,-19.15,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Ginger (Fresh),2016,May,1393,1500,2577,2038,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,20.38,15.0,25.77,1077,2682.0,-24.01,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Potato,2016,May,7400,1180,1473,1323,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,13.23,11.8,14.73,293,1071.0,23.53,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Carrot,2016,May,15,1800,2000,1900,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,19.0,18.0,20.0,200,1113.5,70.63,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Cucumber,2016,May,57,2100,2300,2200,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,22.0,21.0,23.0,200,1483.5,48.3,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Onion,2016,May,10300,206,475,330,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,3.3,2.06,4.75,269,770.0,-57.14,Distress Glut / Price Crash
Amarawati-Fruit And Vegetables,Bitter Gourd,2016,May,84,2820,3020,2920,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,29.2,28.2,30.2,200,3211.0,-9.06,Normal / Fair Mandi Price
Amarawati-Fruit And Vegetables,Cabbage,2016,May,113,2273,2582,2427,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,24.27,22.73,25.82,309,622.5,289.88,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Garlic,2016,May,1015,4786,8571,6679,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,66.79,47.86,85.71,3785,4479.0,49.12,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Spinach,2016,May,157,1107,1300,1204,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,12.04,11.07,13.0,193,673.0,78.9,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Tomato,2016,May,181,1617,1833,1725,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,17.25,16.17,18.33,216,898.5,91.99,Inflated Price / Hoarding Alert
Amarawati-Fruit And Vegetables,Brinjal,2016,May,142,1073,1355,1214,2016-05-01,Amaravathi,Maharashtra,5,2,Summer/Zaid,12.14,10.73,13.55,282,1243.0,-2.33,Normal / Fair Mandi Price
Amarawati,Ginger (Fresh),2015,November,3,3000,4500,3365,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,33.65,30.0,45.0,1500,3100.0,8.55,Normal / Fair Mandi Price
Amarawati,Potato,2015,November,1109,783,1017,894,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,8.94,7.83,10.17,234,1115.0,-19.82,Normal / Fair Mandi Price
Amarawati,Flower,2015,November,3,1500,1600,1525,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,15.25,15.0,16.0,100,1108.0,37.64,Inflated Price / Hoarding Alert
Amarawati,Carrot,2015,November,17,2167,2333,2250,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,22.5,21.67,23.33,166,1350.0,66.67,Inflated Price / Hoarding Alert
Amarawati,Cluster Bean,2015,November,6,2250,2500,2340,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,23.4,22.5,25.0,250,3500.0,-33.14,Distress Glut / Price Crash
Amarawati,Cucumber,2015,November,10,800,1000,900,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,9.0,8.0,10.0,200,1443.5,-37.65,Distress Glut / Price Crash
Amarawati,Onion,2015,November,1119,2171,3100,2607,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,26.07,21.71,31.0,929,1265.0,106.09,Inflated Price / Hoarding Alert
Amarawati,Bitter Gourd,2015,November,9,2400,2600,2484,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,24.84,24.0,26.0,200,2547.0,-2.47,Normal / Fair Mandi Price
Amarawati,Cabbage,2015,November,11,1000,1200,1070,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,10.7,10.0,12.0,200,735.5,45.48,Inflated Price / Hoarding Alert
Amarawati,Garlic,2015,November,109,6500,11000,8475,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,84.75,65.0,110.0,4500,6000.0,41.25,Inflated Price / Hoarding Alert
Amarawati,Spinach,2015,November,11,1100,1300,1183,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,11.83,11.0,13.0,200,633.0,86.89,Inflated Price / Hoarding Alert
Amarawati,Tomato,2015,November,25,2600,2800,2697,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,26.97,26.0,28.0,200,1183.0,127.98,Inflated Price / Hoarding Alert
Amarawati,Brinjal,2015,November,11,850,1000,918,2015-11-01,Amaravathi,Maharashtra,11,4,Winter/Rabi,9.18,8.5,10.0,150,1653.0,-44.46,Distress Glut / Price Crash
Amarawati,Ginger (Fresh),2015,October,24,2563,3313,2781,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,27.81,25.63,33.13,750,3100.0,-10.29,Normal / Fair Mandi Price
Amarawati,Ginger (Fresh),2016,October,722,2058,2683,2371,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,23.71,20.58,26.83,625,3100.0,-23.52,Normal / Fair Mandi Price
Amarawati,Potato,2015,October,448,912,1129,975,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,9.75,9.12,11.29,217,1115.0,-12.56,Normal / Fair Mandi Price
Amarawati,Potato,2016,October,2565,1215,1454,1335,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,13.35,12.15,14.54,239,1115.0,19.73,Normal / Fair Mandi Price
Amarawati,Ladies Finger,2015,October,24,2163,2313,2210,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,22.1,21.63,23.13,150,2543.0,-13.09,Normal / Fair Mandi Price
Amarawati,Ladies Finger,2016,October,110,1967,2167,2067,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,20.67,19.67,21.67,200,2543.0,-18.72,Normal / Fair Mandi Price
Amarawati,Flower,2015,October,24,2125,2388,2203,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,22.03,21.25,23.88,263,1108.0,98.83,Inflated Price / Hoarding Alert
Amarawati,Carrot,2015,October,26,3986,4314,4088,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,40.88,39.86,43.14,328,1350.0,202.81,Inflated Price / Hoarding Alert
Amarawati,Carrot,2016,October,94,2717,2908,2813,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,28.13,27.17,29.08,191,1350.0,108.37,Inflated Price / Hoarding Alert
Amarawati,Cluster Bean,2015,October,24,2988,3325,3087,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,30.87,29.88,33.25,337,3500.0,-11.8,Normal / Fair Mandi Price
Amarawati,Cluster Bean,2016,October,80,3075,3400,3238,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,32.38,30.75,34.0,325,3500.0,-7.49,Normal / Fair Mandi Price
Amarawati,Cucumber,2015,October,8,1400,1600,1500,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,15.0,14.0,16.0,200,1443.5,3.91,Normal / Fair Mandi Price
Amarawati,Cucumber,2016,October,153,1148,1308,1228,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,12.28,11.48,13.08,160,1443.5,-14.93,Normal / Fair Mandi Price
Amarawati,Onion,2015,October,327,1330,2460,1647,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,16.47,13.3,24.6,1130,1265.0,30.2,Inflated Price / Hoarding Alert
Amarawati,Onion,2016,October,1933,600,1296,948,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,9.48,6.0,12.96,696,1265.0,-25.06,Distress Glut / Price Crash
Amarawati,Bitter Gourd,2015,October,32,2211,2422,2273,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,22.73,22.11,24.22,211,2547.0,-10.76,Normal / Fair Mandi Price
Amarawati,Bitter Gourd,2016,October,94,2000,2220,2110,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,21.1,20.0,22.2,220,2547.0,-17.16,Normal / Fair Mandi Price
Amarawati,Cabbage,2015,October,24,875,1075,942,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,9.42,8.75,10.75,200,735.5,28.08,Inflated Price / Hoarding Alert
Amarawati,Cabbage,2016,October,132,2075,2383,2229,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,22.29,20.75,23.83,308,735.5,203.06,Inflated Price / Hoarding Alert
Amarawati,Pumpkin,2015,October,24,1075,1275,1136,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,11.36,10.75,12.75,200,1081.0,5.09,Normal / Fair Mandi Price
Amarawati,Pumpkin,2016,October,141,667,800,733,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,7.33,6.67,8.0,133,1081.0,-32.19,Distress Glut / Price Crash
Amarawati,Garlic,2015,October,121,4625,8250,5956,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,59.56,46.25,82.5,3625,6000.0,-0.73,Normal / Fair Mandi Price
Amarawati,Garlic,2016,October,1170,5846,12500,9173,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,91.73,58.46,125.0,6654,6000.0,52.88,Inflated Price / Hoarding Alert
Amarawati,Capsicum,2016,October,72,1920,2127,2024,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,20.24,19.2,21.27,207,1898.5,6.61,Normal / Fair Mandi Price
Amarawati,Spinach,2015,October,24,1288,1450,1334,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,13.34,12.88,14.5,162,633.0,110.74,Inflated Price / Hoarding Alert
Amarawati,Spinach,2016,October,82,2417,2850,2633,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,26.33,24.17,28.5,433,633.0,315.96,Inflated Price / Hoarding Alert
Amarawati,Tomato,2015,October,24,1350,1550,1415,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,14.15,13.5,15.5,200,1183.0,19.61,Normal / Fair Mandi Price
Amarawati,Tomato,2016,October,1170,862,1031,946,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,9.46,8.62,10.31,169,1183.0,-20.03,Normal / Fair Mandi Price
Amarawati,Brinjal,2015,October,24,1375,1563,1436,2015-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,14.36,13.75,15.63,188,1653.0,-13.13,Normal / Fair Mandi Price
Amarawati,Brinjal,2016,October,130,1710,1910,1810,2016-10-01,Amaravathi,Maharashtra,10,4,Winter/Rabi,18.1,17.1,19.1,200,1653.0,9.5,Normal / Fair Mandi Price
